FORECAST JOB: 7052 , FORECAST RUN: MAX,,,,,,,,,,,,,,,,,,,
BOM PATH, STATUS, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, STATUS, WAREHOUSE, PO NUMBER, VENDOR, PRED ON SITE, GROUP-PERF, SKETCH, PRIORITY,PERCENTAGE COMPLETE,CLIENT-REV,SPEC,CWP
PIPING/7052/J04/356-4,Completed with Current Inventory.,6,PWLCAEAACAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM102XA-N-102360.01-4,-,100%,0,AB1,1
PIPING/7052/J04/356-4,Completed with Current Inventory.,7,PFACADAAACAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 150; XS; CS ASTM A105N - L40BA3DN 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM102XA-N-102360.01-4,-,100%,0,AB1,1
PIPING/7052/J04/356-4,Completed with Current Inventory.,8,VGQDJBQAIAZ011~3/4,4-Mar,"- GYAABM GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AF1:L20KBZHD - L20KBZHD 3/4""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,PM102XA-N-102360.01-4,-,100%,0,AB1,1
PIPING/7052/J04/356-4,Completed with Current Inventory.,9,XWP10-A-E-120-12-0.22-D_356-4~2,2,"- XWP10-A-E-120-12-0.22-D 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM102XA-N-102360.01-4,-,100%,0,AB1,1
PIPING/7052/J04/356-4,Completed with Current Inventory.,10,XWP10-A-E-120-12-0.22-D_356-4~2,2,"- XWP10-A-E-120-12-0.22-D 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM102XA-N-102360.01-4,-,100%,0,AB1,1
PIPING/7052/J06/216-1,Completed with Current Inventory.,1,PPARCACDBGAAEZ~1/2,2-Jan,"- PIPE; ERW STR SM; ASME B36.10M; THRD END; 85% JE; SCH 80; CS ASTM A53 GR B GALV - L14GC4CA 1/2""",5.4,ft,1,Complete,PORT ALLEN SHOP, , , ,PIPE,PM101XA-A-100391.03-1,-,100%,0,AA4,1
PIPING/7052/J06/216-2,Completed with Current Inventory.,1,PPARCACDBGAAEZ~1/2,2-Jan,"- PIPE; ERW STR SM; ASME B36.10M; THRD END; 85% JE; SCH 80; CS ASTM A53 GR B GALV - L14GC4CA 1/2""",0.4,ft,1,Complete,PORT ALLEN SHOP, , , ,PIPE,PM101XA-A-100391.03-2,-,100%,0,AA4,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,1,XSH10-E-A-G-4.0-NA-CS_242-1~2,2,"- XSH10-E-A-G-4.0-NA-CS 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,2,XSH10-E-A-G-4.0-NA-CS_242-1~2,2,"- XSH10-E-A-G-4.0-NA-CS 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,3,XSH10-E-A-F-4.0-NA-CS_242-1~2,2,"- XSH10-E-A-F-4.0-NA-CS 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,4,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,5,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,6,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,7,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,8,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-1,Completed with Current Inventory.,9,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",46,ft,1,Complete,PORT ALLEN SHOP, , , ,PIPE,PM101XA-CS-98376.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/242-2,Completed with Current Inventory.,1,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-98376.01-2,-,100%,0,AJ2,1
PIPING/7052/J06/242-2,Completed with Current Inventory.,2,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-98376.01-2,-,100%,0,AJ2,1
PIPING/7052/J06/242-2,Completed with Current Inventory.,3,XSH10-E-A-G-4.0-NA-CS_242-2~2,2,"- XSH10-E-A-G-4.0-NA-CS 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-CS-98376.01-2,-,100%,0,AJ2,1
PIPING/7052/J06/242-2,Completed with Current Inventory.,4,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",1.4,ft,1,Complete,PORT ALLEN SHOP, , , ,PIPE,PM101XA-CS-98376.01-2,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,1,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",1.5,ft,1,Complete,PORT ALLEN SHOP, , , ,PIPE,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,2,POSSESVZZZAACZ~2X1,2X1,"- SOCKOLET; MSS SP-97; CL 6000; CS ASTM A105N - L36VBDT 2X1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,3,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,4,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,5,PFCCADADBKAACZ~1,1,"- FLG SW; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3BL 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,6,VGQDJBQAIAZ014~1,1,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,7,XSH10-E-A-F-4.0-NA-CS_246-1~2,2,"- XSH10-E-A-F-4.0-NA-CS 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,8,PPAACABZBKABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1""",0.2,ft,1,Complete,MAIN PA WAREHOUSE, , , ,PIPE,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/246-1,Completed with Current Inventory.,9,PWSCERSBKAAABZ~2X1,2X1,"- SWG NIP CONC SMLS; MSS SP-95; BLE X PSE; SCH 160; CS ASTM A234 GR WPB 2X1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-98387.02-1,-,100%,0,AJ2,1
PIPING/7052/J06/286-1,Completed with Current Inventory.,1,PFCCADADACAACZ~1,1,"- FLG SW; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3BN 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-N-98383.01-1,-,100%,0,AB1,1
PIPING/7052/J06/286-1,Completed with Current Inventory.,2,XWP10-A-C-90-18-0.22-W_286-1~1,1,"- XWP10-A-C-90-18-0.22-W 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-N-98383.01-1,-,100%,0,AB1,1
PIPING/7052/J06/286-1,Completed with Current Inventory.,3,PPAACABZACABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 1""",5.8,ft,1,Complete,PORT ALLEN SHOP, , , ,PIPE,PM101XA-N-98383.01-1,-,100%,0,AB1,1
PIPING/7052/J06/286-1,Completed with Current Inventory.,4,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-N-98383.01-1,-,100%,0,AB1,1
PIPING/7052/J06/290-1,Completed with Current Inventory.,1,PPAACABZACABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 1""",6.8,ft,1,Complete,PORT ALLEN SHOP, , , ,PIPE,PM101XA-N-100413.01-1,-,100%,0,AB1,1
PIPING/7052/J06/290-1,Completed with Current Inventory.,2,XWP10-A-C-90-18-0.18-W_290-1~1,1,"- XWP10-A-C-90-18-0.18-W 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-N-100413.01-1,-,100%,0,AB1,1
PIPING/7052/J06/290-1,Completed with Current Inventory.,3,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-N-100413.01-1,-,100%,0,AB1,1
PIPING/7052/J06/294-1,Completed with Current Inventory.,1,PPAACABZBKABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1""",0.4,ft,1,Complete,MAIN PA WAREHOUSE, , , ,PIPE,PM101XA-N-100427.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/294-1,Completed with Current Inventory.,2,PFCCADADBKAACZ~1,1,"- FLG SW; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3BL 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-N-100427.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,1,PWCAAEAACAAABZ~3,3,"- CAP; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L57NA1R 3""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,2,XSH10-F-A-G-4.0-NA-CS_299-1~3,3,"- XSH10-F-A-G-4.0-NA-CS 3""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,3,XSH10-F-A-K-4.0-NA-CS_299-1~3,3,"- XSH10-F-A-K-4.0-NA-CS 3""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,4,VGQDJBQAIAZ014~1,1,"- GYAABV GATE VALVE; API CL 800; SW X FNPT; CS; HNDWHL OPR; STD PORT  - OE Status  0 CUST TAG: AJ2:L20KAZMD - L20KAZMD 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,VALVES / IN-LINE ITEMS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,5,PFACADADACAACZ~3,3,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 3""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,6,PWLCAEAACAAABZ~3,3,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 3""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,7,POSSESVZZZAACZ~3X1,3X1,"- SOCKOLET; MSS SP-97; CL 6000; CS ASTM A105N - L36VBDT 3X1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,8,POWWESZACJAACZ~3X2,3X2,"- WELDOLET; MSS SP-97; XS X SCH 160; CS ASTM A105N - L56LA1H 3X2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,9,PWTAAEAACAAABZ~3X3,3X3,"- TEE; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L51NA1 3X3""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,10,PPAACABZBKABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; SCH 160; CS ASTM A106 GR B - L11LA1A 1""",0.2,ft,1,Complete,MAIN PA WAREHOUSE, , , ,PIPE,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,11,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",14.5,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,11,PPAACAAZACABBZ~3,3,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 3""",14.5,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,12,POLWESZACAAACZ~3X1,3X1,"- ELBOLET BE; MSS SP-97; XS; CS ASTM A105N - L56NA1J 3X1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/299-1,Completed with Current Inventory.,13,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-S-98378.01-1,-,100%,0,AJ2,1
PIPING/7052/J06/303-1,Completed with Current Inventory.,1,PPAACAAZACABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 2""",7,ft,1,Complete,MAIN PA WAREHOUSE, , , ,PIPE,PM101XA-V-98386.01-1,-,100%,0,AB1,1
PIPING/7052/J06/303-1,Completed with Current Inventory.,2,PFACADABACAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 300; XS; CS ASTM A105N - L40FA3DN 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-V-98386.01-1,-,100%,0,AB1,1
PIPING/7052/J06/303-1,Completed with Current Inventory.,3,XWP10-A-E-90-18-0.22-N_303-1~2,2,"- XWP10-A-E-90-18-0.22-N 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-V-98386.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,1,PPAACABZACABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 1""",21.5,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,1,PPAACABZACABBZ~1,1,"- PIPE; SMLS; ASME B36.10M; PE; XS; CS ASTM A106 GR B - L11NA1A 1""",21.5,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,2,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,3,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,4,PSLAAGATZZAACZ~1,1,"- ELL 90-DEG; ASME B16.11; SW; CL 3000; CS ASTM A105N - L30SBDB 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,5,PFCCADABACAACZ~1,1,"- FLG SW; RF; ASME B16.5; CL 300; XS; CS ASTM A105N - L40FA3BN 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,6,XWP10-A-C-90-18-0.22-E_305-1~1,1,"- XWP10-A-C-90-18-0.22-E 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J06/305-1,Completed with Current Inventory.,7,XWP10-A-C-90-18-0.22-W_305-1~1,1,"- XWP10-A-C-90-18-0.22-W 1""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-V-100428.01-1,-,100%,0,AB1,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,1,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",23.9,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,1,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",23.9,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,2,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,3,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,4,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,5,PWLOAEABKAAABZ~2,2,"- ELL 45-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1AC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,6,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-1,Completed with Current Inventory.,7,XSH10-E-A-G-4.0-NA-CS_241-1~2,2,"- XSH10-E-A-G-4.0-NA-CS 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-CS-97782.01-1,-,100%,0,AJ2,1
PIPING/7052/J07/241-2,Completed with Current Inventory.,1,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-97782.01-2,-,100%,0,AJ2,1
PIPING/7052/J07/241-2,Completed with Current Inventory.,2,PPAACAAZBKABBZ~2,2,"- PIPE; SMLS; ASME B36.10M; BE; SCH 160; CS ASTM A106 GR B - L11LA2A 2""",1,ft,1,Complete,MAIN PA WAREHOUSE, , , ,PIPE,PM101XA-CS-97782.01-2,-,100%,0,AJ2,1
PIPING/7052/J07/241-2,Completed with Current Inventory.,3,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-CS-97782.01-2,-,100%,0,AJ2,1
PIPING/7052/J07/241-2,Completed with Current Inventory.,4,XSH10-E-A-F-4.0-NA-CS_241-2~2,2,"- XSH10-E-A-F-4.0-NA-CS 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-CS-97782.01-2,-,100%,0,AJ2,1
PIPING/7052/J07/241-2,Completed with Current Inventory.,5,PWLCAEABKAAABZ~2,2,"- ELL 90-DEG LR; ASME B16.9; BE; SCH 160; CS ASTM A234 GR WPB - L50LA1BC 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-CS-97782.01-2,-,100%,0,AJ2,1
PIPING/7052/J07/257-1,Completed with Current Inventory.,1,PFACADADBKAACZ~2,2,"- FLG WN; RF; ASME B16.5; CL 600; SCH 160; CS ASTM A105N - L40JA3DL 2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-JW-97758.02-1,-,100%,0,AJ2,1
PIPING/7052/J07/257-1,Completed with Current Inventory.,2,PPAACAAZACABBZ~6,6,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 6""",3.3,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-JW-97758.02-1,-,100%,0,AJ2,1
PIPING/7052/J07/257-1,Completed with Current Inventory.,2,PPAACAAZACABBZ~6,6,"- PIPE; SMLS; ASME B36.10M; BE; XS; CS ASTM A106 GR B - L11NA2A 6""",3.3,ft,1,Complete,MAIN PA WAREHOUSEPORT ALLEN SHOP, , , ,PIPE,PM101XA-JW-97758.02-1,-,100%,0,AJ2,1
PIPING/7052/J07/257-1,Completed with Current Inventory.,3,XT11S-2-L-D-H-28.5-NA-CS_257-1~4,4,"- XT11S-2-L-D-H-28.5-NA-CS 4""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-JW-97758.02-1,-,100%,0,AJ2,1
PIPING/7052/J07/257-1,Completed with Current Inventory.,4,PFACADADACAACZ~6,6,"- FLG WN; RF; ASME B16.5; CL 600; XS; CS ASTM A105N - L40JA3DN 6""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FLANGES,PM101XA-JW-97758.02-1,-,100%,0,AJ2,1
PIPING/7052/J07/257-1,Completed with Current Inventory.,5,POWWESZACJAACZ~6X2,6X2,"- WELDOLET; MSS SP-97; XS X SCH 160; CS ASTM A105N - L56LA1H 6X2""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-JW-97758.02-1,-,100%,0,AJ2,1
PIPING/7052/J07/257-1,Completed with Current Inventory.,6,PWLCAEAACAAABZ~6,6,"- ELL 90-DEG LR; ASME B16.9; BE; XS; CS ASTM A234 GR WPB - L50NA1BC 6""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,FITTINGS,PM101XA-JW-97758.02-1,-,100%,0,AJ2,1
PIPING/7052/J07/257-2,Completed with Current Inventory.,1,XT11S-1-N-D-H-25.0-NA-CS_257-2~4,4,"- XT11S-1-N-D-H-25.0-NA-CS 4""",1,ea,1,Complete,MAIN PA WAREHOUSE, , , ,SUPPORTS,PM101XA-JW-97758.02-2,-,100%,0,AJ2,1
